id,city,state,state_abbr,population,median_age,average_household_size,median_income,household_income,per_capita_income
20950,EDMONSON,Texas,TX,180,22.9,4,28281,74375,21199
20951,ELDORADO,Texas,TX,3122,35.2,2.83,25641,63432,28112
20952,ELECTRA,Texas,TX,3561,50.5,2.16,21410,36856,26169
20953,ENERGY,Texas,TX,95,32.3,4.13,45385,69297,21517
20954,ENOCHS,Texas,TX,67,23.3,3.94,14097,140982,33863
20956,ERA,Texas,TX,400,52.7,2.41,33125,70000,31497
20957,ESTELLINE,Texas,TX,89,56.3,2.23,22143,46500,24154
20958,EULESS,Texas,TX,66051,35.55,2.59,33033.5,59711,30381.5
20960,FARWELL,Texas,TX,2492,38.2,2.87,26620,49861,23818
20961,FLOYDADA,Texas,TX,3621,37.3,2.64,25851,47128,22081
20962,FLUVANNA,Texas,TX,239,51.3,2.28,35804,92604,31219
20963,FOLLETT,Texas,TX,634,35.2,3.02,28611,59000,28192
20964,FORESTBURG,Texas,TX,1263,44.2,2.4,30152,66750,33584
20965,FORRESTON,Texas,TX,331,37.7,3.68,21528,52097,22291
20967,FORT WORTH,Texas,TX,894436,32.56,2.85,28806.06,55185.81,26335.47
20968,HALTOM CITY,Texas,TX,31298,33.5,3.09,23580,44040,19058
20969,NAVAL AIR STATION/ JRB,Texas,TX,2048,37.5,3.8,17761,66250,13256
20970,NORTH RICHLAND HILLS,Texas,TX,67612,38.25,2.63,34562.5,70618.5,33953.5
20971,FREDONIA,Texas,TX,213,63.1,1.92,32446,41578,31952
20972,FRIONA,Texas,TX,4892,34.3,3.08,24360,52109,22501
20973,FRITCH,Texas,TX,5253,39.9,2.71,24770,53058,26112
20974,GAINESVILLE,Texas,TX,27123,40.8,2.48,28208,56886,27642
20975,GIRARD,Texas,TX,51,58.8,1.82,31875,79167,66198
20976,GLEN ROSE,Texas,TX,7509,40,2.61,26192,52288,26505
20977,GODLEY,Texas,TX,3799,44.9,2.5,35548,66341,28728
20978,GOLDSBORO,Texas,TX,52,68.3,1.68,36786,39375,60333
20979,GOLDTHWAITE,Texas,TX,3719,46.5,2.62,20984,48000,25403
20980,GORDON,Texas,TX,1357,59.5,2.16,28594,61875,41729
20981,GORDONVILLE,Texas,TX,1869,51.8,2.39,21514,44901,26374
20982,GOREE,Texas,TX,433,37.4,3.28,27375,75833,20979
20983,GORMAN,Texas,TX,1560,48.9,2.48,20404,30761,17607
20985,GRAFORD,Texas,TX,2427,50.8,2.51,22480,50741,32693
20986,GRAHAM,Texas,TX,12885,44.4,2.47,25606,49946,28446
20987,GRANBURY,Texas,TX,51591,46.5,2.55,28661,57729,31678
20988,GRANDVIEW,Texas,TX,5747,43,2.87,28950,64391,26727
20989,GRAPEVINE,Texas,TX,51685,38.3,2.6,40528,83634,43011
20990,SOUTHLAKE,Texas,TX,30138,42.1,3.29,71079,207127,79825
20991,GROOM,Texas,TX,951,43.6,2.52,29620,61094,31689
20992,GRUVER,Texas,TX,1771,26.7,2.91,31235,44268,24501
20993,GUSTINE,Texas,TX,1249,36.1,3.36,19875,50417,20695
20994,GUTHRIE,Texas,TX,269,32.9,2.92,31364,63438,31314
20995,HALE CENTER,Texas,TX,3199,36.2,2.69,23270,41598,18641
20996,HAMLIN,Texas,TX,2219,39.7,2.26,22173,49886,22763
20997,HAPPY,Texas,TX,1136,34.1,2.51,26398,38929,23242
20998,WAYSIDE,Texas,TX,77,45.9,3.35,27165,56771,36881
20999,HARROLD,Texas,TX,143,50.3,2.31,26250,58750,26683
21000,HART,Texas,TX,1443,35.1,3.29,19630,43333,19248
21001,HARTLEY,Texas,TX,651,37.2,2.33,24646,37434,17440
21002,HASKELL,Texas,TX,3795,40.3,2.39,21105,46270,19120
21003,HASLET,Texas,TX,20779,32.7,3.13,51878,105586,40717
21004,HAWLEY,Texas,TX,2261,46.2,2.18,27155,46094,24726
21005,HEDLEY,Texas,TX,429,51.8,2.57,17045,31528,18329
21006,HENRIETTA,Texas,TX,4395,46.5,2.42,22867,42386,28548
21007,HEREFORD,Texas,TX,19066,31.8,3.05,26155,51564,21050
21008,SUMMERFIELD,Texas,TX,25,49.5,2.08,33036,43125,22444
21009,HERMLEIGH,Texas,TX,835,48.9,2.4,28882,55385,31161
21010,HEXT,Texas,TX,70,56.8,1.75,12452,27500,15569
21011,HICO,Texas,TX,4102,41.7,2.79,21845,42402,22981
21012,HIGGINS,Texas,TX,636,37.2,2.53,28250,45804,26308
21013,HOLLIDAY,Texas,TX,2102,46.9,2.58,23368,48750,28089
21014,HURST,Texas,TX,42515,39.45,2.74,34005,72930,33225
21015,IDALOU,Texas,TX,3216,37.5,2.83,27132,67371,31664
21016,IOWA PARK,Texas,TX,14963,38.5,2.46,27159,52202,15549
21017,IRA,Texas,TX,183,45.1,2.38,30000,52938,27416
21018,ITASCA,Texas,TX,2643,49.2,2.55,24818,48173,29092
21019,JACKSBORO,Texas,TX,5913,40.9,2.42,24837,53897,25480
21020,JAYTON,Texas,TX,619,44.9,2.37,26518,47841,23603
21022,JOSHUA,Texas,TX,18068,35.3,2.94,28150,58792,23334
21023,JUNCTION,Texas,TX,3884,50.2,2.35,20750,40190,22136
21024,JUSTIN,Texas,TX,14009,36.7,3.39,35501,88323,30214
21025,KEENE,Texas,TX,5211,28.8,2.9,18626,40971,18175
21026,KELLER,Texas,TX,113545,36.3,3.12,48282.5,112153.5,42867.5
21027,KENNEDALE,Texas,TX,7638,39.3,2.92,36760,74384,31964
21029,KNOX CITY,Texas,TX,1378,44.9,2.49,22832,46118,21769
21030,KRESS,Texas,TX,1166,35.9,2.81,21977,46477,24153
21031,KRUM,Texas,TX,8516,38,3.08,34242,79360,29608
21032,LAKEVIEW,Texas,TX,178,63.2,2.37,12300,22188,14661
21033,LAMESA,Texas,TX,12742,32.8,2.6,21639,42513,21530
21034,LAWN,Texas,TX,428,52.5,2.31,35814,62813,28871
21035,LAZBUDDIE,Texas,TX,185,36.9,3.36,26875,63542,20690
21036,LEFORS,Texas,TX,527,41.4,2.36,26250,40481,23240
21037,LEVELLAND,Texas,TX,17229,33.1,2.73,24732,49332,23012
21039,LINDSAY,Texas,TX,1011,46.7,2.5,40777,82143,38047
21040,LIPAN,Texas,TX,3102,48.5,2.75,30840,78068,37084
21041,LIPSCOMB,Texas,TX,84,51.3,3.08,36250,73750,57702
21043,LITTLEFIELD,Texas,TX,6624,31.8,2.83,21273,41402,18781
21044,LOCKNEY,Texas,TX,2196,38.1,2.39,24483,54185,28453
21045,LOHN,Texas,TX,191,60.5,2.12,27981,55000,31429
21046,LOMETA,Texas,TX,1575,41.4,2.71,26771,47188,22347
21047,LONDON,Texas,TX,238,73.4,1.52,25833,40136,27767
21048,LOOP,Texas,TX,535,32.7,3.19,40278,91429,28799
21049,LORAINE,Texas,TX,700,45.8,2.24,31658,61071,34912
21050,LORENZO,Texas,TX,1653,32.7,3.12,20240,40694,20454
21052,LUBBOCK,Texas,TX,272979,29.46,2.6,20969.14,42988.54,21522.07
21053,LUEDERS,Texas,TX,347,47.6,2.38,25526,38333,24712
21054,MCADOO,Texas,TX,51,54.9,2.13,21875,51250,27355
21055,MC CAULLEY,Texas,TX,59,58.8,1.97,9861,13333,15136
21056,MCLEAN,Texas,TX,1595,38.4,2.89,26468,55703,24099
21057,MANSFIELD,Texas,TX,69146,36.3,3.01,41807,93201,37655
21058,MAPLE,Texas,TX,95,17.1,5.28,34063,34688,9534
21059,MARYNEAL,Texas,TX,134,65,1.76,37500,65000,46128
21060,MASON,Texas,TX,3684,48.2,2.55,22927,39230,22866
21061,MATADOR,Texas,TX,753,31.4,2.69,19918,43750,26150
21062,MAY,Texas,TX,1733,52.2,2.27,23297,49196,28191
21063,MAYPEARL,Texas,TX,1790,34.3,3.2,35958,64712,26966
21064,MEADOW,Texas,TX,920,33.9,2.95,26389,52500,20999
21065,MEGARGEL,Texas,TX,252,51.4,2.05,21190,46563,37567
21066,MELVIN,Texas,TX,335,41.3,2.75,11953,28594,11743
21067,MEMPHIS,Texas,TX,2467,42.6,2.47,16637,30682,20298
21068,MENARD,Texas,TX,1967,46.3,2.19,22599,38750,23295
21069,MERETA,Texas,TX,164,48.9,1.97,25625,42350,27368
21070,MERKEL,Texas,TX,4593,44.2,2.47,24947,50636,27616
21071,MERTZON,Texas,TX,1430,43.8,2.52,30856,58125,29878
21072,MIAMI,Texas,TX,705,37.9,2.55,31447,76667,34812
21073,MIDLOTHIAN,Texas,TX,34291,37.5,2.98,40414,87365,34535
21074,MILES,Texas,TX,1992,36.9,3.11,31024,68438,27901
21075,MILLERSVIEW,Texas,TX,186,59.4,2.38,34250,65000,33944
21076,MILLSAP,Texas,TX,3193,50.1,2.47,27484,61689,30144
21077,MINERAL WELLS,Texas,TX,20561,36.7,2.8,21898,42982,21041
21078,MINGUS,Texas,TX,380,51.1,2.25,17321,31250,27209
21079,MOBEETIE,Texas,TX,392,31.4,2.88,30673,57000,22273
21080,MONTAGUE,Texas,TX,658,48.1,2.15,22738,43421,26116
21081,MORAN,Texas,TX,587,53.7,2.46,21292,55972,26947
21082,MORSE,Texas,TX,226,46.8,3.05,27813,66250,32977
21083,MORTON,Texas,TX,2251,33.1,2.82,21346,36169,18003
21084,MUENSTER,Texas,TX,2622,39.1,2.62,32204,71500,35300
21085,MULESHOE,Texas,TX,7212,34.7,3.04,21717,42904,18639
21086,MULLIN,Texas,TX,700,49.4,2.39,20982,38125,22095
21087,MUNDAY,Texas,TX,1557,33.5,2.66,25424,45521,20800
21088,MYRA,Texas,TX,313,37.9,2.72,26467,53750,25888
21089,NAZARETH,Texas,TX,661,42.3,2.8,35625,61500,27159
21090,NEMO,Texas,TX,731,46,2.8,45494,80709,33048
21091,NEWARK,Texas,TX,4069,37.6,3.29,24286,59635,25435
21092,NEWCASTLE,Texas,TX,1409,28.1,3.1,21599,40335,18546
21093,NEW DEAL,Texas,TX,339,33.3,3.11,24286,45250,18793
21094,NOCONA,Texas,TX,5369,44.8,2.33,20421,36214,23025
21097,NOVICE,Texas,TX,210,61,1.98,25625,43750,26833
21098,O BRIEN,Texas,TX,142,57.7,1.78,22083,61250,35951
21099,ODONNELL,Texas,TX,1436,36.9,2.92,25423,46920,26510
21100,OKLAUNION,Texas,TX,198,34.7,3.09,34044,43125,23793
21102,OLD GLORY,Texas,TX,51,59.5,2.43,27750,87813,30800
21103,OLNEY,Texas,TX,3917,42.7,2.4,26183,46089,22542
21104,OLTON,Texas,TX,2364,43.1,2.57,21837,40208,21737
21106,OZONA,Texas,TX,3693,35.8,2.62,26429,51712,23330
21107,PADUCAH,Texas,TX,1442,47.3,2.26,19576,32227,19516
21108,PAINT ROCK,Texas,TX,696,50.5,3.59,25018,50104,32704
21109,PALO PINTO,Texas,TX,926,45.9,2.38,19500,38828,19993
21110,PAMPA,Texas,TX,21082,36.8,2.68,25681,49005,23538
21111,PANHANDLE,Texas,TX,3043,39.2,2.63,36324,68977,33168
21112,PARADISE,Texas,TX,6155,34.2,3.05,27871,58225,27540
21113,PEP,Texas,TX,54,25,4.91,16136,48750,12394
21114,PERRIN,Texas,TX,1040,53.4,2.27,31705,64167,33260
21115,PERRYTON,Texas,TX,10183,31.4,2.95,24076,49548,23902
21117,PETERSBURG,Texas,TX,1479,38.7,2.72,27077,62688,26258
21118,PETROLIA,Texas,TX,820,44.6,2.64,20444,36831,17798
21119,PILOT POINT,Texas,TX,6820,42.8,2.76,32975,60075,32344
21120,PLAINS,Texas,TX,1889,33.3,2.9,25972,57375,25715
21121,PLAINVIEW,Texas,TX,26829,32.3,2.89,23199,45884,18634
21122,PONDER,Texas,TX,4890,39.1,3,35354,75500,30114
21123,PONTOTOC,Texas,TX,122,26.7,3.59,28000,68250,27163
21124,POOLVILLE,Texas,TX,2704,39.1,2.98,22077,45991,25652
21125,JUSTICEBURG,Texas,TX,316,30.1,4.21,35759,204250,58588
21126,POST,Texas,TX,6372,40.1,2.73,21102,52857,18586
21127,PRIDDY,Texas,TX,297,33.9,3.16,26607,42500,20160
21128,PUTNAM,Texas,TX,68,63.4,2.34,17500,31094,17776
21130,QUANAH,Texas,TX,2996,45.3,2.5,18856,35865,21084
21131,QUITAQUE,Texas,TX,670,41.9,2.55,25968,39417,21389
21133,RALLS,Texas,TX,2260,36.1,2.86,21322,40030,18300
21134,RANGER,Texas,TX,3820,38.2,2.95,17650,33241,17044
21135,RHOME,Texas,TX,10366,33.9,3.22,32119,64994,26303
21136,RICHLAND SPRINGS,Texas,TX,723,55.2,2.32,25292,46611,25380
21137,RINGGOLD,Texas,TX,310,52,2.61,23125,54750,23977
21138,RIO VISTA,Texas,TX,1680,37.9,2.64,29672,52321,23579
21139,RISING STAR,Texas,TX,2275,43.8,3.06,19668,35750,18443
21140,ROANOKE,Texas,TX,34422,38.1,2.88,46317,107191,50725
21141,AFTON,Texas,TX,276,36.3,2.56,24327,33750,21421
21142,ROARING SPRINGS,Texas,TX,285,55.1,1.88,19922,36000,24056
21143,ROBERT LEE,Texas,TX,1647,50.4,2.06,25202,44034,24427
21144,ROBY,Texas,TX,1236,43,2.51,26563,46172,24671
21145,ROCHELLE,Texas,TX,851,58.1,2.34,32721,59083,39760
21146,ROCHESTER,Texas,TX,496,47.9,2.23,20341,33958,32271
21149,ROPESVILLE,Texas,TX,1080,40.6,2.78,27010,54063,24476
21150,ROSCOE,Texas,TX,1913,39.3,2.8,30435,57826,29290
21151,ROSSTON,Texas,TX,58,66,2.9,23594,71071,23307
21152,ROTAN,Texas,TX,1768,45.5,2.17,25183,40192,26781
21153,ROWENA,Texas,TX,551,48.9,2.46,32308,45417,29913
21154,RULE,Texas,TX,894,54.75,2.18,21534,31458.5,22351.5
21155,SADLER,Texas,TX,1541,41.7,2.57,29643,60500,28315
21156,SAINT JO,Texas,TX,1806,40.1,2.59,26250,51667,29194
21157,SAN ANGELO,Texas,TX,109939,34.12,2.64,26913,51998.5,26921.25
21160,SANGER,Texas,TX,15439,37.5,2.88,33289,71595,33516
21161,SAN SABA,Texas,TX,4187,38.1,2.42,17964,30313,19271
21162,SANTA ANNA,Texas,TX,1920,44.6,2.5,20396,37500,30909
21163,SANTO,Texas,TX,1507,48.8,2.36,30598,49038,36317
21164,SCOTLAND,Texas,TX,616,35.4,3.35,21397,65333,24095
21165,SEAGRAVES,Texas,TX,2900,28.5,3.3,20755,46620,16867
21166,SEMINOLE,Texas,TX,15623,28,3.49,29004,57654,23303
21167,SEYMOUR,Texas,TX,3633,48.3,2.14,21238,36437,30776
21168,SHALLOWATER,Texas,TX,5799,37,3,31942,65845,27755
21169,SHAMROCK,Texas,TX,2696,43.4,2.28,26223,44696,25027
21170,SIDNEY,Texas,TX,223,65.8,2.17,25781,42404,30670
21172,SILVERTON,Texas,TX,932,47.3,2.35,28382,44706,25157
21173,SKELLYTOWN,Texas,TX,562,47.4,2.37,28281,57596,24433
21174,SLATON,Texas,TX,7710,35.3,2.42,25435,42976,23466
21175,RANSOM CANYON,Texas,TX,1236,50.1,2.43,48651,97368,57167
21176,SMYER,Texas,TX,756,29,3.15,22255,53750,18152
21177,SNYDER,Texas,TX,16236,35.3,2.67,25363,54820,23721
21178,SONORA,Texas,TX,3915,40.3,2.45,32083,60742,31533
21180,SOUTHMAYD,Texas,TX,277,38.3,2.77,20833,41250,19601
21182,SPADE,Texas,TX,138,37.8,2.65,26413,34167,20065
21183,SPEARMAN,Texas,TX,4065,34.9,2.93,21296,38097,20474
21184,SPRINGLAKE,Texas,TX,276,30.2,3.33,23047,49583,16303
21185,SPRINGTOWN,Texas,TX,18030,39.5,2.9,24894,60768,25020
21186,SPUR,Texas,TX,1572,42.1,2.57,16762,41364,23426
21187,AVOCA,Texas,TX,195,66.8,2.17,22232,61429,35009
21188,STAMFORD,Texas,TX,3279,44.6,2.19,19926,38958,23692
21189,STEPHENVILLE,Texas,TX,30309,23.5,2.8,12077.5,46327,22141.5
21190,STERLING CITY,Texas,TX,1139,42.4,2.38,30370,50000,25675
21191,STINNETT,Texas,TX,2155,42.1,2.58,23432,42625,26031
21193,STRATFORD,Texas,TX,2384,37.2,2.92,26351,55217,24092
21194,STRAWN,Texas,TX,909,47.9,2.56,24879,36696,27841
21195,SUDAN,Texas,TX,1450,41.5,2.72,32535,50536,27616
21196,SUNDOWN,Texas,TX,1191,34.8,2.79,26494,51765,27023
21197,SUNRAY,Texas,TX,2283,40.5,2.78,27738,53220,26289
21198,SUNSET,Texas,TX,1797,51.7,2.56,24977,64706,29128
21199,SWEETWATER,Texas,TX,12915,38.2,2.63,21280,40998,22498
21200,SYLVESTER,Texas,TX,145,46.4,2.13,30417,49500,52419
21201,TAHOKA,Texas,TX,2903,39.2,2.47,26250,39779,27412
21202,TALPA,Texas,TX,259,65.4,2.16,22574,36667,21651
21205,TEXLINE,Texas,TX,591,43.9,2.36,31094,56250,31537
21206,THROCKMORTON,Texas,TX,972,51.6,2.01,22257,36700,29821
21207,TIOGA,Texas,TX,1626,36.4,2.84,31358,70096,29150
21208,TOLAR,Texas,TX,2718,41.5,2.57,30219,58393,29513
21209,TRENT,Texas,TX,736,35.5,2.71,24808,48382,23541
21210,TULIA,Texas,TX,5756,36.1,2.62,18474,37901,18140
21211,FLOMOT,Texas,TX,57,62.6,2.11,16719,33750,21726
21212,TURKEY,Texas,TX,394,44,2.43,19333,38571,22710
21213,TUSCOLA,Texas,TX,3805,38.3,2.86,31027,75208,35050
21214,TYE,Texas,TX,1052,33,2.78,22824,37167,17144
21216,VALERA,Texas,TX,148,45.5,2.96,30714,49583,20893
21217,VOSS,Texas,TX,137,50.5,1.93,22708,39250,18085
21219,VALLEY VIEW,Texas,TX,4256,36,2.77,31814,64074,29838
21220,VANCOURT,Texas,TX,148,48.4,2.55,51125,187250,63550
21222,VEGA,Texas,TX,985,38.9,2.74,30625,56875,30545
21223,VENUS,Texas,TX,8456,35,3.09,29605,57455,21670
21224,VERNON,Texas,TX,12385,37.2,2.37,23239,43592,21848
21225,VOCA,Texas,TX,95,66.7,1.64,20875,33452,15315
21226,WATER VALLEY,Texas,TX,158,54.4,2.55,21042,50972,32253
21227,WEATHERFORD,Texas,TX,71801,39.52,2.82,31513.5,70416.75,31096.75
21228,WEINERT,Texas,TX,318,51,2.32,26250,48125,25063
21229,WELCH,Texas,TX,255,30.9,3.27,30357,66875,22966
21230,WELLINGTON,Texas,TX,2699,39.8,2.72,20397,46618,21087
21231,WELLMAN,Texas,TX,290,42,2.57,33083,56750,24076
21232,WESTBROOK,Texas,TX,223,42.7,2.21,37375,60417,34724
21233,WHEELER,Texas,TX,2231,34.9,2.54,27466,52656,26202
21234,WHITE DEER,Texas,TX,1037,37.7,2.79,40787,77500,35030
21235,WHITEFACE,Texas,TX,619,34.5,2.99,18958,63611,23768
21236,WHITESBORO,Texas,TX,9245,42.2,2.63,26450,60739,25722
21237,WHITHARRAL,Texas,TX,173,33.4,2.88,21250,38750,18616
21239,WICHITA FALLS,Texas,TX,98740,37.06,2.4,25285,46783.14,25243.29
21240,SHEPPARD AFB,Texas,TX,8501,20.6,3.08,14738,60208,16604
21241,WILDORADO,Texas,TX,521,34,3.34,25833,78125,32415
21242,WILSON,Texas,TX,1528,36.8,2.98,24151,51250,25107
21243,WINDTHORST,Texas,TX,1387,37,3.02,29637,72548,25868
21245,WINTERS,Texas,TX,3517,35.5,2.71,22011,40680,21504
21246,WOLFFORTH,Texas,TX,7122,34.6,2.88,29005,66117,29727
21247,WOODSON,Texas,TX,341,43.7,2.19,21875,31458,22938
21248,ZEPHYR,Texas,TX,1015,42.9,3.16,25188,57321,21031
21250,ALTAIR,Texas,TX,105,27.5,3.5,23264,63750,25128
21251,ALVIN,Texas,TX,46121,35.4,2.87,28987,57098,25963
21252,ANAHUAC,Texas,TX,4443,40.6,2.58,23036,38953,23102
21253,ANDERSON,Texas,TX,2830,42.6,2.69,35253,57422,42911
21254,ANGLETON,Texas,TX,31627,37.6,2.67,31017,61603,26025
21255,BACLIFF,Texas,TX,10984,32,2.99,25080,38843,21092
21256,BATSON,Texas,TX,1509,31.7,2.86,25348,62379,23392
21257,BAY CITY,Texas,TX,23369,36,2.66,22200,46104,23880
21258,BAYTOWN,Texas,TX,115185,32.53,3.01,34124,69646.67,27904.67
21259,BEASLEY,Texas,TX,2760,46.7,2.46,21895,42219,23283
21260,LUMBERTON,Texas,TX,21427,39.1,2.67,32285,65956,30801
21261,BEAUMONT,Texas,TX,145307,35.48,2.55,25833.5,45145.38,25133.12
21262,BEDIAS,Texas,TX,3115,50.7,2.44,30880,47565,31984
21263,BELLAIRE,Texas,TX,19062,43.1,2.71,80877,172205,93024
21264,BELLVILLE,Texas,TX,9926,46,2.45,27009,59984,31324
21265,BLESSING,Texas,TX,1473,23.9,3.23,36289,60663,22056
21266,BOLING,Texas,TX,2245,37.2,2.46,21162,46756,22555
21267,BRAZORIA,Texas,TX,13378,41.5,2.59,26609,53929,24977
21268,BRENHAM,Texas,TX,29060,38.9,2.75,25586,54721,27040
21269,BRIDGE CITY,Texas,TX,8325,35.5,2.7,34705,69897,29859
21270,BROOKSHIRE,Texas,TX,11551,34.6,2.95,26118,52019,25229
21271,BRYAN,Texas,TX,94690,32.6,2.66,26839.6,50489.6,24936.4
21272,BUNA,Texas,TX,9134,41.4,2.92,23985,49479,21609
21273,BURTON,Texas,TX,2603,56.8,2.15,34527,66304,33205
21274,CALDWELL,Texas,TX,12022,42.9,2.69,27425,57215,27416
21275,CALVERT,Texas,TX,1889,39.9,2.89,18982,35950,17802
21277,CHANNELVIEW,Texas,TX,31119,31.7,3.37,27204,55761,21319
21278,CHAPPELL HILL,Texas,TX,2350,46.2,2.78,25093,65352,34238
21279,CHINA,Texas,TX,1048,48,2.22,35268,53875,33152
21280,CLEVELAND,Texas,TX,38293,35.9,3.04,25010,48813.5,20715.5
21281,CLUTE,Texas,TX,16078,32.9,2.63,27214,57954,26486
21282,COLDSPRING,Texas,TX,7667,51.5,2.53,20607,48398,27522
21283,COLLEGE STATION,Texas,TX,119185,26.25,2.5,22432,49828,26344.5
21284,CONROE,Texas,TX,151002,34.86,2.86,31855.43,62131.29,30114.14
21285,CROSBY,Texas,TX,28320,35.7,2.84,32500,62606,29974
21286,CYPRESS,Texas,TX,161407,33.55,3.18,49985,103432.5,40306
21287,DAISETTA,Texas,TX,849,38.8,2.53,27000,49423,26487
21288,DAMON,Texas,TX,2051,40,2.77,37130,72935,35064
21289,DANBURY,Texas,TX,2426,40.9,2.76,41071,83867,32555
21291,DAYTON,Texas,TX,32904,36.4,2.9,26436,54873,20992
21292,DEER PARK,Texas,TX,32392,36,2.97,36421,82420,33529
21293,DEVERS,Texas,TX,906,43.6,3.01,20179,62188,30285
21295,DICKINSON,Texas,TX,42607,35.5,2.79,31810,71216,30591
21296,DIME BOX,Texas,TX,1287,43.5,2.52,26339,60690,27918
21298,EAGLE LAKE,Texas,TX,4781,35.9,2.92,22887,40250,21742
21299,EAST BERNARD,Texas,TX,4303,39,2.68,27829,55284,29816
21301,EL CAMPO,Texas,TX,16875,36.7,2.77,25579,50465,29860
21303,EVADALE,Texas,TX,1049,36.2,3.16,24205,59474,24577
21305,FRANKLIN,Texas,TX,5037,43.3,2.43,26285,46212,26190
21306,FRED,Texas,TX,535,56.5,2.09,30685,39574,31688
21307,FREEPORT,Texas,TX,18525,32.7,2.94,24636,48390,22556
21308,FRESNO,Texas,TX,25036,30.7,3.59,32125,70326,22479
21309,FRIENDSWOOD,Texas,TX,52261,39.6,2.95,44239,98621,44508
21310,FULSHEAR,Texas,TX,9919,40.8,2.99,59840,160162,62616
21311,GALENA PARK,Texas,TX,10077,28.5,3.74,21332,41037,14935
21312,GALVESTON,Texas,TX,51522,41.83,2.15,26358,49955,33077
21313,GARWOOD,Texas,TX,922,37.3,2.51,38080,62386,31825
21314,GAUSE,Texas,TX,664,46.5,2.36,34250,52188,33507
21316,GOODRICH,Texas,TX,2519,47.6,2.36,25524,37656,27300
21317,GROVES,Texas,TX,15775,37.5,2.62,27500,52992,26149
21318,GUY,Texas,TX,708,35.8,2.84,25655,59886,26856
21319,HAMSHIRE,Texas,TX,1464,35.6,3.08,31132,83875,28924
21320,HANKAMER,Texas,TX,624,51,2.31,41000,97321,61799
21322,HEARNE,Texas,TX,7393,37,2.86,24386,57226,22227
21323,HEMPSTEAD,Texas,TX,13301,28.9,2.94,22419,43730,21127
21324,HIGH ISLAND,Texas,TX,515,53.2,2.93,25884,49868,26275
21325,HIGHLANDS,Texas,TX,10665,36.9,2.88,32130,62077,26589
21326,HILLISTER,Texas,TX,630,59.1,2.04,27396,64158,33438
21327,HITCHCOCK,Texas,TX,10067,39.3,2.54,29956,55652,29545
21328,HOCKLEY,Texas,TX,15246,35.1,3.22,35552,72775,29028
21329,HOUSTON,Texas,TX,3155878,33.71,2.81,32728.17,59634.14,34012.12
21330,HUFFMAN,Texas,TX,12397,35,2.8,31168,67563,31865
21331,HULL,Texas,TX,1986,39.7,2.53,26056,59531,27935
21332,HUMBLE,Texas,TX,157920,32.17,3.04,35557.67,71099.33,29442.67
21333,KINGWOOD,Texas,TX,70493,39.7,2.79,43510,101056,45374.5
21335,HUNTSVILLE,Texas,TX,65570,33.4,2.41,24547,42226,16749.5
21336,IOLA,Texas,TX,2452,46.4,2.56,30500,58135,31679
21337,KATY,Texas,TX,329673,34.52,3.27,43736.25,99275.5,36858
21338,KEMAH,Texas,TX,7233,46.3,2.12,32458,68062,47042
21339,KENDLETON,Texas,TX,79,39.8,2.55,13125,22083,8772
21340,KOUNTZE,Texas,TX,9691,35.3,2.91,30147,60098,34005
21341,LAKE JACKSON,Texas,TX,29441,36.7,2.57,37486,78276,39247
21342,LA MARQUE,Texas,TX,15640,40.2,2.77,22838,44381,23162
21343,LANE CITY,Texas,TX,335,10.2,2.96,22138,28056,9906
21344,LA PORTE,Texas,TX,37374,37.7,2.81,35189,75232,31684
21345,LEAGUE CITY,Texas,TX,85108,34.9,2.9,48721,103922,41592
21347,LIBERTY,Texas,TX,17005,33.7,2.76,30812,55156,26796
21349,LIVERPOOL,Texas,TX,1566,40.4,2.62,38295,70815,31343
21350,LIVINGSTON,Texas,TX,33199,43.5,2.47,23491,45207,23005
21351,LOUISE,Texas,TX,2026,48.1,2.37,25858,52798,27768
21352,MADISONVILLE,Texas,TX,6935,44.2,2.34,23164,42609,22019
21353,MAGNOLIA,Texas,TX,63175,39.05,2.98,34526.5,81576.5,38166.5
21354,MANVEL,Texas,TX,18636,34.7,3.16,41540,99082,37045
21355,MARKHAM,Texas,TX,1323,35,2.73,24290,36397,21363
21356,MARQUEZ,Texas,TX,1778,53.5,2.46,24784,45293,47966
21357,MATAGORDA,Texas,TX,521,56.4,2.18,17228,35179,19995
21359,MISSOURI CITY,Texas,TX,102961,37.25,3.08,39867.5,89142.5,37107.5
21361,MONTGOMERY,Texas,TX,47160,43.85,2.63,40428,82081.5,44035
21362,MUMFORD,Texas,TX,93,59.4,2.11,21875,40833,22311
21364,NAVASOTA,Texas,TX,17027,37.7,2.8,23497,48051,17706
21365,NEDERLAND,Texas,TX,21198,40.9,2.41,34036,66493,36934
21366,NEEDVILLE,Texas,TX,10752,38.7,2.76,30972,69621,30396
21367,NEW CANEY,Texas,TX,24334,31.4,3.31,23156,47805,25169
21368,NEW WAVERLY,Texas,TX,5597,32.1,3.06,26775,51657,23958
21369,NOME,Texas,TX,634,46,2.54,27284,49079,25662
21370,NORMANGEE,Texas,TX,2568,55.5,2.28,23911,50500,31153
21371,NORTH ZULCH,Texas,TX,1577,40.1,2.47,25755,44444,25566
21373,ONALASKA,Texas,TX,5084,47.6,2.31,20526,39956,21961
21374,ORANGE,Texas,TX,52215,39.05,2.55,28787.5,54512.5,28872
21375,ORCHARD,Texas,TX,284,35.3,2.9,36176,54500,34767
